time,user_load,user_power,elec_price,pv_power
Day 16 12:30,0.19,0.06,0.53,0.04
Day 16 12:40,0.43,0.37,0.43,0.81
Day 16 12:50,0.43,0.94,0.34,0.9
Day 16 13:00,0.96,0.31,0.33,0.59
Day 16 13:10,0.49,0.66,0.59,0.65
Day 16 13:20,0.8,0.98,0.32,0.98
Day 16 13:30,0.18,0.91,0.44,0.3
Day 16 13:40,0.51,0.63,0.46,0.25
Day 16 13:50,0.58,0.59,0.43,0.49
Day 16 14:00,0.77,0.83,0.32,0.45
Day 16 14:10,0.55,0.66,0.63,0.95
Day 16 14:20,0.93,0.53,0.53,0.89
Day 16 14:30,0.87,0.72,0.68,0.13
Day 16 14:40,0.78,0.02,0.66,0.49
Day 16 14:50,0.83,0.95,0.42,0.13
Day 16 15:00,0.37,0.39,0.35,0.99
Day 16 15:10,0.38,0.36,0.65,0.18
Day 16 15:20,0.51,0.06,0.54,0.16
Day 16 15:30,0.1,0.23,0.65,0.95
Day 16 15:40,0.23,0.02,0.48,0.67
Day 16 15:50,0.64,0.94,0.61,0.67
Day 16 16:00,0.49,0.51,0.55,0.06
Day 16 16:10,0.08,0.24,0.47,0.03
Day 16 16:20,0.54,0.84,0.42,0.18
Day 16 16:30,0.64,0.77,0.61,0.28
Day 16 16:40,0.84,0.76,0.49,0.77
Day 16 16:50,0.69,0.13,0.44,0.61
Day 16 17:00,0.12,0.53,0.48,0.66
Day 16 17:10,0.07,0.67,0.53,0.04
Day 16 17:20,0.85,0.65,0.68,0.92
Day 16 17:30,0.75,1.0,0.52,0.84
Day 16 17:40,0.15,0.46,0.6,0.14
Day 16 17:50,0.5,0.25,0.49,0.94
Day 16 18:00,0.75,0.07,0.58,0.82
Day 16 18:10,0.31,0.07,0.51,0.44
Day 16 18:20,0.63,0.28,0.58,0.04
Day 16 18:30,0.19,0.3,0.51,0.33
Day 16 18:40,0.63,0.4,0.37,0.44
Day 16 18:50,0.81,0.84,0.69,0.38
Day 16 19:00,0.88,0.78,0.66,0.16
Day 16 19:10,0.87,0.85,0.39,0.45
Day 16 19:20,0.16,0.96,0.32,0.51
Day 16 19:30,0.03,0.37,0.55,0.22
Day 16 19:40,0.89,0.75,0.56,0.5
Day 16 19:50,0.27,0.22,0.63,0.2
Day 16 20:00,0.71,0.68,0.37,0.39
Day 16 20:10,0.27,0.08,0.44,0.58
Day 16 20:20,0.69,0.53,0.4,0.96
Day 16 20:30,0.75,0.94,0.35,0.3
Day 16 20:40,0.08,0.04,0.65,0.87
Day 16 20:50,0.13,0.53,0.38,0.04
Day 16 21:00,0.86,0.35,0.36,0.19
Day 16 21:10,0.63,0.55,0.67,0.95
Day 16 21:20,0.27,0.11,0.54,0.9
Day 16 21:30,0.57,0.44,0.63,1.0
Day 16 21:40,0.15,0.33,0.59,0.73
Day 16 21:50,0.67,0.53,0.58,0.39
Day 16 22:00,0.49,0.99,0.6,0.54
Day 16 22:10,0.77,0.78,0.32,0.13
Day 16 22:20,0.85,0.88,0.34,0.03
Day 16 22:30,0.98,0.43,0.61,0.08
Day 16 22:40,0.93,0.56,0.41,0.03
Day 16 22:50,0.62,0.2,0.58,0.55
Day 16 23:00,0.88,0.29,0.48,0.87
Day 16 23:10,0.94,0.07,0.45,0.55
Day 16 23:20,0.15,0.02,0.7,0.12
Day 16 23:30,0.24,0.44,0.32,0.96
Day 16 23:40,0.32,0.81,0.35,0.55
Day 16 23:50,0.08,0.68,0.56,0.37
Day 17 00:00,0.13,0.19,0.47,0.31
Day 17 00:10,0.32,0.4,0.41,0.02
Day 17 00:20,0.1,0.68,0.38,0.04
Day 17 00:30,0.77,0.61,0.34,0.86
Day 17 00:40,0.32,0.87,0.46,0.64
Day 17 00:50,0.61,0.41,0.36,0.85
Day 17 01:00,0.2,0.5,0.5,0.67
Day 17 01:10,0.35,0.82,0.69,0.84
Day 17 01:20,0.91,0.5,0.4,0.15
Day 17 01:30,0.93,0.76,0.42,0.04
Day 17 01:40,0.14,0.32,0.31,0.17
Day 17 01:50,0.48,0.01,0.39,0.39
Day 17 02:00,0.6,0.98,0.44,0.72
Day 17 02:10,0.35,0.9,0.46,0.76
Day 17 02:20,0.41,0.18,0.32,0.38
Day 17 02:30,0.1,0.66,0.37,0.11
Day 17 02:40,0.6,0.44,0.55,0.31
Day 17 02:50,0.42,0.01,0.44,0.44
Day 17 03:00,0.22,0.77,0.61,0.52
Day 17 03:10,0.2,0.73,0.37,0.76
Day 17 03:20,0.07,0.38,0.56,0.38
Day 17 03:30,0.21,0.04,0.66,0.43
Day 17 03:40,0.37,0.18,0.48,0.07
Day 17 03:50,0.3,0.72,0.53,0.91
Day 17 04:00,0.67,0.26,0.53,0.87
Day 17 04:10,0.13,0.0,0.53,0.11
Day 17 04:20,0.99,0.8,0.37,0.01
Day 17 04:30,0.25,0.47,0.32,0.32
Day 17 04:40,0.34,0.62,0.64,0.2
Day 17 04:50,0.6,0.73,0.5,0.4
Day 17 05:00,0.82,0.06,0.61,0.78
Day 17 05:10,0.57,0.91,0.63,0.72
Day 17 05:20,0.86,0.26,0.39,0.34
Day 17 05:30,0.22,0.24,0.68,0.58
Day 17 05:40,0.28,0.81,0.53,0.17
Day 17 05:50,0.45,0.24,0.35,0.64
Day 17 06:00,0.38,0.83,0.67,0.79
Day 17 06:10,0.32,0.52,0.39,0.63
Day 17 06:20,0.29,0.95,0.33,0.98
Day 17 06:30,0.47,0.36,0.52,0.25
Day 17 06:40,0.44,0.34,0.56,0.58
Day 17 06:50,0.31,0.16,0.63,0.67
Day 17 07:00,0.72,0.29,0.31,0.25
Day 17 07:10,0.07,0.59,0.42,0.21
Day 17 07:20,0.36,0.12,0.54,0.78
Day 17 07:30,0.19,0.11,0.5,0.42
Day 17 07:40,0.7,0.1,0.67,0.07
Day 17 07:50,0.3,0.12,0.62,0.23
Day 17 08:00,0.67,0.93,0.54,0.01
Day 17 08:10,0.95,0.57,0.57,0.16
Day 17 08:20,0.62,0.21,0.69,0.78
Day 17 08:30,0.25,0.29,0.45,0.73
Day 17 08:40,0.46,0.26,0.52,0.14
Day 17 08:50,0.69,0.2,0.38,0.92
Day 17 09:00,0.37,0.15,0.31,0.72
Day 17 09:10,0.92,0.28,0.43,0.62
Day 17 09:20,0.66,0.74,0.61,0.26
Day 17 09:30,0.71,0.24,0.49,0.71
Day 17 09:40,0.23,0.41,0.35,0.5
Day 17 09:50,0.42,0.37,0.35,0.74
Day 17 10:00,0.6,0.4,0.63,0.3
Day 17 10:10,0.61,0.97,0.51,0.51
Day 17 10:20,0.13,0.96,0.58,0.18
Day 17 10:30,0.74,0.55,0.42,0.89
Day 17 10:40,0.09,0.65,0.65,0.35
Day 17 10:50,0.37,0.95,0.52,0.5
Day 17 11:00,0.31,0.01,0.57,0.76
Day 17 11:10,0.12,0.9,0.53,0.84
Day 17 11:20,0.5,0.24,0.66,0.93
Day 17 11:30,0.63,0.18,0.42,0.63
Day 17 11:40,0.13,0.14,0.51,0.91
Day 17 11:50,0.65,0.28,0.4,0.12
Day 17 12:00,0.94,0.41,0.66,0.0
Day 17 12:10,0.66,0.32,0.48,0.99
Day 17 12:20,0.25,0.39,0.63,0.1
Day 17 12:30,0.34,0.12,0.38,0.9
Day 17 12:40,0.62,0.04,0.4,0.72
Day 17 12:50,0.9,0.05,0.56,0.82
Day 17 13:00,0.44,0.26,0.56,0.29
Day 17 13:10,0.64,1.0,0.68,0.3
Day 17 13:20,0.09,0.8,0.61,0.74
Day 17 13:30,0.27,0.18,0.49,0.69
Day 17 13:40,0.52,0.71,0.65,0.5
Day 17 13:50,0.61,0.16,0.43,0.06
Day 17 14:00,0.99,0.35,0.42,0.41
Day 17 14:10,0.03,0.31,0.3,0.08
Day 17 14:20,0.69,0.21,0.51,0.96
Day 17 14:30,0.49,0.56,0.4,0.25
Day 17 14:40,0.41,0.66,0.62,0.47
Day 17 14:50,0.54,0.78,0.43,0.87
Day 17 15:00,0.19,0.69,0.39,0.22
Day 17 15:10,0.85,0.71,0.55,0.79
Day 17 15:20,0.55,0.28,0.7,0.31
Day 17 15:30,0.52,0.7,0.63,0.65
Day 17 15:40,0.72,0.76,0.61,0.4
Day 17 15:50,0.43,0.77,0.4,0.07
Day 17 16:00,0.52,0.51,0.55,0.49
Day 17 16:10,0.93,0.97,0.4,0.61
Day 17 16:20,0.63,0.4,0.4,0.57
Day 17 16:30,0.11,0.34,0.38,0.24
Day 17 16:40,0.42,0.17,0.55,0.27
Day 17 16:50,0.21,0.72,0.32,0.16
Day 17 17:00,0.65,0.17,0.42,0.97
Day 17 17:10,0.49,0.13,0.39,0.19
Day 17 17:20,0.59,0.9,0.48,0.62
Day 17 17:30,0.23,0.62,0.52,0.37
Day 17 17:40,0.07,0.59,0.36,0.62
Day 17 17:50,0.54,0.95,0.41,0.14
Day 17 18:00,0.24,0.56,0.66,0.09
Day 17 18:10,0.97,0.52,0.53,0.95
Day 17 18:20,0.58,0.48,0.54,0.54
Day 17 18:30,0.29,0.77,0.7,0.78
Day 17 18:40,0.88,0.95,0.61,0.46
Day 17 18:50,0.92,0.38,0.46,0.13
Day 17 19:00,0.5,0.43,0.32,0.26
Day 17 19:10,0.23,0.72,0.4,0.26
Day 17 19:20,0.3,0.55,0.66,0.04
Day 17 19:30,0.99,0.84,0.35,0.7
Day 17 19:40,0.77,0.48,0.39,0.73
Day 17 19:50,0.49,0.1,0.67,0.52
Day 17 20:00,0.94,0.17,0.6,0.34
Day 17 20:10,0.22,0.1,0.56,0.94
Day 17 20:20,0.77,0.3,0.31,0.02
Day 17 20:30,0.79,0.11,0.51,0.35
Day 17 20:40,0.56,0.94,0.32,0.44
Day 17 20:50,0.42,0.36,0.63,0.07
Day 17 21:00,0.05,0.79,0.63,0.88
Day 17 21:10,0.06,0.58,0.64,0.06
Day 17 21:20,0.57,0.02,0.53,0.87
Day 17 21:30,0.38,0.47,0.37,0.38
Day 17 21:40,0.84,0.57,0.53,0.97
Day 17 21:50,0.81,0.4,0.36,0.99
Day 17 22:00,0.1,0.26,0.6,0.21
Day 17 22:10,0.93,0.54,0.36,0.75
Day 17 22:20,0.84,0.03,0.56,0.28
Day 17 22:30,0.34,0.48,0.54,0.49
Day 17 22:40,0.02,0.79,0.57,0.19
Day 17 22:50,0.32,0.05,0.39,0.51
Day 17 23:00,0.09,0.32,0.48,0.96
Day 17 23:10,0.43,0.47,0.62,0.73
Day 17 23:20,0.92,0.69,0.5,0.08
Day 17 23:30,0.62,0.17,0.39,0.36
Day 17 23:40,0.86,0.72,0.61,0.28
Day 17 23:50,0.16,0.43,0.66,0.12
Day 18 00:00,0.58,0.87,0.4,0.55
Day 18 00:10,0.19,0.81,0.6,0.27
Day 18 00:20,0.16,0.32,0.57,0.65
Day 18 00:30,0.97,0.24,0.44,0.93
Day 18 00:40,0.55,0.19,0.61,0.32
Day 18 00:50,0.36,0.94,0.69,0.67
Day 18 01:00,0.43,0.66,0.51,0.43
Day 18 01:10,0.49,0.42,0.48,0.85
Day 18 01:20,0.55,0.71,0.57,0.84
Day 18 01:30,0.11,0.61,0.55,0.44
Day 18 01:40,0.71,0.11,0.56,0.98
Day 18 01:50,0.92,0.08,0.33,0.63
Day 18 02:00,0.65,0.45,0.49,0.42
Day 18 02:10,0.42,0.46,0.34,0.0
Day 18 02:20,0.02,0.46,0.58,0.24
Day 18 02:30,0.1,0.85,0.49,0.76
Day 18 02:40,0.63,0.07,0.48,0.73
Day 18 02:50,0.56,0.28,0.33,0.02
Day 18 03:00,0.53,0.86,0.42,0.94
Day 18 03:10,0.84,0.87,0.38,0.19
Day 18 03:20,0.01,0.49,0.36,0.34
Day 18 03:30,0.15,0.51,0.63,0.11
Day 18 03:40,0.73,0.31,0.65,0.69
Day 18 03:50,0.1,0.05,0.64,0.62
Day 18 04:00,0.73,0.49,0.32,0.24
Day 18 04:10,0.95,0.37,0.51,0.69
Day 18 04:20,0.87,0.92,0.34,0.37
Day 18 04:30,0.21,0.3,0.38,0.19
Day 18 04:40,0.98,0.66,0.43,0.11
Day 18 04:50,0.33,0.64,0.53,0.81
Day 18 05:00,0.66,0.76,0.62,0.57
Day 18 05:10,0.63,0.35,0.51,0.44
Day 18 05:20,0.27,0.75,0.4,0.93
Day 18 05:30,0.95,0.74,0.49,0.23
Day 18 05:40,0.84,0.35,0.38,0.74
Day 18 05:50,0.0,0.01,0.45,0.88
Day 18 06:00,0.84,0.45,0.35,0.15
Day 18 06:10,0.74,0.59,0.65,0.24
Day 18 06:20,0.06,0.5,0.41,0.15
Day 18 06:30,0.53,0.35,0.49,0.16
Day 18 06:40,0.28,0.27,0.61,0.63
Day 18 06:50,0.96,0.28,0.65,0.56
Day 18 07:00,0.42,0.89,0.44,0.83
Day 18 07:10,0.96,0.85,0.6,0.45
Day 18 07:20,0.77,0.41,0.39,0.24
Day 18 07:30,0.28,0.66,0.67,0.96
Day 18 07:40,0.91,0.48,0.57,0.09
Day 18 07:50,0.46,0.82,0.5,0.63
Day 18 08:00,0.39,0.93,0.52,0.27
Day 18 08:10,0.84,0.93,0.59,0.57
Day 18 08:20,0.08,0.92,0.38,0.94
Day 18 08:30,0.81,0.97,0.52,0.07
Day 18 08:40,0.24,0.51,0.55,0.21
Day 18 08:50,0.8,0.57,0.37,0.95
Day 18 09:00,0.92,0.79,0.69,0.3
Day 18 09:10,0.95,0.02,0.39,0.26
Day 18 09:20,0.59,0.96,0.36,0.19
Day 18 09:30,0.53,0.61,0.36,0.88
Day 18 09:40,0.28,0.82,0.44,0.5
Day 18 09:50,0.08,0.05,0.62,0.78
Day 18 10:00,0.22,0.04,0.67,0.78
Day 18 10:10,0.89,0.34,0.55,0.62
Day 18 10:20,0.81,0.83,0.67,0.24
Day 18 10:30,0.31,0.45,0.33,0.32
Day 18 10:40,0.34,0.73,0.48,0.22
Day 18 10:50,0.8,0.49,0.38,0.08
Day 18 11:00,0.08,0.45,0.68,0.91
Day 18 11:10,0.55,0.69,0.56,0.55
Day 18 11:20,0.25,0.74,0.53,0.68
Day 18 11:30,0.47,0.28,0.35,0.61
Day 18 11:40,0.59,0.54,0.49,0.36
Day 18 11:50,0.41,0.07,0.61,0.22
Day 18 12:00,0.24,0.9,0.52,0.58
Day 18 12:10,0.64,0.51,0.51,0.02
Day 18 12:20,0.11,0.01,0.32,0.26
Day 18 12:30,0.22,0.24,0.46,0.41
Day 18 12:40,0.07,0.65,0.37,0.57
Day 18 12:50,0.82,0.93,0.49,0.91
Day 18 13:00,0.25,0.56,0.42,0.43
Day 18 13:10,0.29,0.28,0.57,0.2
Day 18 13:20,0.1,0.19,0.69,0.79
Day 18 13:30,0.52,0.7,0.44,0.84
Day 18 13:40,0.58,0.36,0.68,0.32
Day 18 13:50,0.36,0.86,0.68,0.17
Day 18 14:00,0.03,0.63,0.54,0.56
Day 18 14:10,0.35,0.82,0.49,0.92
Day 18 14:20,0.21,0.71,0.64,0.32
Day 18 14:30,0.75,0.11,0.64,0.37
Day 18 14:40,0.59,0.22,0.6,0.55
Day 18 14:50,0.43,0.82,0.68,0.81
Day 18 15:00,0.25,0.73,0.45,0.22
Day 18 15:10,0.8,0.53,0.49,0.27
Day 18 15:20,0.67,0.75,0.3,0.82
Day 18 15:30,0.36,0.94,0.69,0.33
Day 18 15:40,0.14,0.76,0.52,0.89
Day 18 15:50,0.92,0.39,0.59,0.7
Day 18 16:00,0.07,0.77,0.4,0.16
Day 18 16:10,0.91,0.03,0.64,0.22
Day 18 16:20,0.57,0.43,0.68,0.88
Day 18 16:30,0.57,0.49,0.43,0.9
Day 18 16:40,0.81,0.26,0.42,0.34
Day 18 16:50,0.91,0.76,0.52,0.07
Day 18 17:00,0.48,0.6,0.31,0.25
Day 18 17:10,0.13,0.25,0.38,0.06
Day 18 17:20,0.33,0.6,0.31,0.62
Day 18 17:30,0.36,0.48,0.69,0.25
Day 18 17:40,0.2,0.49,0.31,1.0
Day 18 17:50,0.16,0.15,0.51,0.12
Day 18 18:00,0.04,0.62,0.41,0.67
Day 18 18:10,0.96,0.74,0.68,0.55
Day 18 18:20,0.49,0.32,0.43,0.77
Day 18 18:30,0.17,0.39,0.44,0.77
Day 18 18:40,0.26,0.01,0.57,0.87
Day 18 18:50,0.39,0.56,0.4,0.42
Day 18 19:00,0.78,0.04,0.62,0.4
Day 18 19:10,0.94,0.97,0.57,0.83
Day 18 19:20,0.36,0.52,0.51,0.32
Day 18 19:30,0.16,0.9,0.55,0.28
Day 18 19:40,0.38,0.26,0.67,0.72
Day 18 19:50,0.33,0.37,0.6,0.34
Day 18 20:00,0.51,0.88,0.43,0.81
Day 18 20:10,0.55,0.62,0.43,0.91
Day 18 20:20,0.93,0.57,0.52,0.42
Day 18 20:30,0.21,0.77,0.62,0.51
Day 18 20:40,0.05,0.3,0.47,0.59
Day 18 20:50,0.77,0.68,0.37,0.24
Day 18 21:00,0.56,0.41,0.4,0.98
Day 18 21:10,0.94,0.71,0.6,0.36
Day 18 21:20,0.51,0.5,0.59,0.55
Day 18 21:30,0.31,0.42,0.58,0.76
Day 18 21:40,0.62,0.8,0.35,0.85
Day 18 21:50,0.15,0.7,0.55,0.87
Day 18 22:00,0.89,0.77,0.39,0.68
Day 18 22:10,0.29,0.03,0.57,0.54
Day 18 22:20,0.85,0.75,0.54,0.69
Day 18 22:30,0.42,0.06,0.5,0.45
Day 18 22:40,0.69,0.36,0.44,0.17
Day 18 22:50,0.25,0.36,0.58,0.92
Day 18 23:00,0.29,0.43,0.66,0.58
Day 18 23:10,0.08,0.11,0.43,0.29
Day 18 23:20,0.69,0.32,0.41,0.83
Day 18 23:30,0.91,0.59,0.54,0.1
Day 18 23:40,0.18,0.52,0.37,0.09
Day 18 23:50,0.31,0.59,0.31,0.09
Day 19 00:00,0.76,0.62,0.5,0.44
Day 19 00:10,0.78,0.71,0.47,0.39
Day 19 00:20,0.61,0.78,0.61,0.8
Day 19 00:30,0.97,0.39,0.38,0.46
Day 19 00:40,0.01,0.54,0.43,0.08
Day 19 00:50,0.82,0.74,0.37,0.82
Day 19 01:00,0.99,0.83,0.63,0.29
Day 19 01:10,0.06,0.74,0.68,0.36
Day 19 01:20,0.49,0.53,0.47,0.61
Day 19 01:30,0.31,0.09,0.57,0.85
Day 19 01:40,0.31,0.96,0.57,0.66
Day 19 01:50,0.4,0.34,0.59,0.47
Day 19 02:00,0.23,0.26,0.47,0.1
Day 19 02:10,0.13,0.8,0.67,0.27
Day 19 02:20,0.17,0.14,0.67,0.56
Day 19 02:30,0.5,0.52,0.35,0.78
Day 19 02:40,0.26,0.12,0.6,0.4
Day 19 02:50,0.85,0.85,0.46,0.57
Day 19 03:00,0.17,0.29,0.53,0.08
Day 19 03:10,0.38,0.84,0.31,0.81
Day 19 03:20,0.28,0.36,0.48,0.01
Day 19 03:30,0.04,0.87,0.4,0.32
Day 19 03:40,0.34,0.57,0.43,0.28
Day 19 03:50,0.84,0.46,0.35,0.75
Day 19 04:00,0.44,0.91,0.42,0.63
Day 19 04:10,0.45,0.98,0.5,0.44
Day 19 04:20,0.89,0.28,0.69,0.91
Day 19 04:30,0.3,0.45,0.55,0.67
Day 19 04:40,0.58,0.98,0.51,0.41
Day 19 04:50,0.85,0.84,0.33,0.27
Day 19 05:00,0.41,0.1,0.45,0.89
Day 19 05:10,0.67,0.41,0.68,0.63
Day 19 05:20,0.7,0.97,0.55,0.55
Day 19 05:30,0.15,0.92,0.68,0.05
Day 19 05:40,0.37,0.19,0.45,0.68
Day 19 05:50,0.01,0.16,0.39,0.28
Day 19 06:00,0.12,0.34,0.59,0.46
Day 19 06:10,0.07,0.55,0.64,0.01
Day 19 06:20,0.32,0.25,0.4,0.58
Day 19 06:30,0.99,0.26,0.34,0.32
Day 19 06:40,0.7,0.63,0.47,0.46
Day 19 06:50,0.52,0.2,0.37,0.74
Day 19 07:00,0.64,0.95,0.66,0.14
Day 19 07:10,0.52,0.87,0.49,0.94
Day 19 07:20,0.11,0.01,0.4,0.03
Day 19 07:30,0.14,0.6,0.38,0.56
Day 19 07:40,0.38,0.79,0.59,0.23
Day 19 07:50,0.37,0.97,0.63,0.01
Day 19 08:00,0.47,0.87,0.48,0.38
Day 19 08:10,0.64,0.37,0.58,0.57
Day 19 08:20,0.78,0.94,0.6,0.2
Day 19 08:30,0.24,0.21,0.63,0.87
Day 19 08:40,0.9,0.15,0.48,0.51
Day 19 08:50,0.33,0.43,0.49,0.65
Day 19 09:00,0.37,0.37,0.51,0.3
Day 19 09:10,0.99,0.63,0.45,0.59
Day 19 09:20,0.48,0.88,0.41,0.05
Day 19 09:30,0.98,0.73,0.61,0.68
Day 19 09:40,0.0,0.14,0.69,0.32
Day 19 09:50,0.54,0.27,0.4,0.39
Day 19 10:00,0.29,0.59,0.51,0.07
Day 19 10:10,0.08,0.13,0.55,0.59
Day 19 10:20,0.72,0.39,0.46,0.01
Day 19 10:30,0.41,0.3,0.35,0.05
Day 19 10:40,0.84,0.6,0.7,0.68
Day 19 10:50,0.77,0.93,0.38,0.16
Day 19 11:00,0.73,0.96,0.42,0.63
Day 19 11:10,0.53,0.39,0.34,0.83
Day 19 11:20,0.92,0.09,0.33,0.36
Day 19 11:30,0.06,0.53,0.55,0.85
Day 19 11:40,0.93,0.17,0.57,0.38
Day 19 11:50,0.2,0.67,0.5,0.7
Day 19 12:00,0.72,0.8,0.64,0.52
Day 19 12:10,0.4,0.21,0.32,0.4
Day 19 12:20,0.12,0.06,0.63,0.58
Day 19 12:30,0.16,0.61,0.55,0.07
Day 19 12:40,0.78,0.95,0.33,0.59
Day 19 12:50,0.66,0.18,0.62,0.99
Day 19 13:00,0.56,0.88,0.31,0.92
Day 19 13:10,0.81,0.74,0.32,0.19
Day 19 13:20,0.53,0.79,0.65,0.93
Day 19 13:30,0.04,0.05,0.49,0.61
Day 19 13:40,0.69,0.38,0.68,0.45
Day 19 13:50,0.36,0.34,0.57,0.98
Day 19 14:00,0.52,0.0,0.65,0.7
Day 19 14:10,0.71,0.03,0.37,0.57
Day 19 14:20,0.7,0.86,0.6,0.32
Day 19 14:30,0.24,0.96,0.36,0.93
Day 19 14:40,0.21,0.47,0.38,0.73
Day 19 14:50,0.54,0.8,0.59,0.22
Day 19 15:00,0.23,0.62,0.66,0.72
Day 19 15:10,0.32,0.44,0.48,0.87
Day 19 15:20,0.3,0.6,0.46,0.72
Day 19 15:30,0.43,0.58,0.37,0.66
Day 19 15:40,0.22,0.03,0.57,0.78
Day 19 15:50,0.72,0.39,0.56,0.17
Day 19 16:00,0.21,0.85,0.4,0.68
Day 19 16:10,0.41,0.57,0.41,0.56
Day 19 16:20,0.23,0.02,0.67,0.33
Day 19 16:30,0.51,0.59,0.58,0.88
Day 19 16:40,0.57,0.64,0.39,0.54
Day 19 16:50,0.49,0.83,0.65,0.4
Day 19 17:00,0.68,0.05,0.61,0.61
Day 19 17:10,0.52,0.96,0.63,0.05
Day 19 17:20,0.79,0.89,0.42,0.97
Day 19 17:30,0.74,0.72,0.33,0.63
Day 19 17:40,0.61,0.15,0.43,0.18
Day 19 17:50,0.48,0.21,0.51,0.29
Day 19 18:00,0.79,0.25,0.35,0.02
Day 19 18:10,0.84,0.07,0.34,0.16
Day 19 18:20,0.18,0.5,0.51,0.32
Day 19 18:30,0.92,0.84,0.49,0.43
Day 19 18:40,0.3,0.9,0.36,0.01
Day 19 18:50,0.96,0.24,0.45,0.7
Day 19 19:00,0.88,0.07,0.35,0.92
Day 19 19:10,0.04,0.45,0.4,0.18
Day 19 19:20,0.88,0.53,0.59,0.08
Day 19 19:30,0.24,0.98,0.52,0.0
Day 19 19:40,0.98,0.87,0.45,0.65
Day 19 19:50,0.48,0.2,0.69,0.3
Day 19 20:00,0.87,0.48,0.37,0.91
Day 19 20:10,0.67,0.0,0.44,0.73
Day 19 20:20,0.46,0.29,0.4,0.67
Day 19 20:30,0.86,0.65,0.66,0.45
Day 19 20:40,0.98,0.8,0.52,0.17
Day 19 20:50,0.47,0.63,0.35,0.84
Day 19 21:00,0.39,0.08,0.64,0.83
Day 19 21:10,0.27,0.45,0.36,0.4
Day 19 21:20,0.6,0.35,0.48,0.89
Day 19 21:30,0.48,0.22,0.58,0.32
Day 19 21:40,0.44,0.18,0.55,0.14
Day 19 21:50,0.93,0.47,0.35,0.8
Day 19 22:00,0.8,0.93,0.41,0.72
Day 19 22:10,0.21,0.98,0.65,0.54
Day 19 22:20,0.78,0.93,0.48,0.05
Day 19 22:30,0.6,0.48,0.54,0.97
Day 19 22:40,0.22,0.85,0.56,0.41
Day 19 22:50,0.17,0.59,0.66,0.16
Day 19 23:00,0.6,0.69,0.33,0.17
Day 19 23:10,0.05,0.57,0.41,0.35
Day 19 23:20,0.05,0.04,0.53,0.62
Day 19 23:30,0.66,0.45,0.6,0.05
Day 19 23:40,0.53,0.0,0.56,0.27
Day 19 23:50,0.66,0.14,0.41,0.09
Day 20 00:00,0.18,0.43,0.53,0.08
Day 20 00:10,0.51,0.06,0.43,0.92
Day 20 00:20,0.52,0.85,0.31,0.42
Day 20 00:30,0.68,0.87,0.47,0.23
Day 20 00:40,0.47,0.18,0.46,0.26
Day 20 00:50,0.18,0.6,0.55,0.95
Day 20 01:00,0.88,0.1,0.5,0.87
Day 20 01:10,0.03,0.86,0.55,0.36
Day 20 01:20,0.75,0.63,0.43,0.51
Day 20 01:30,0.02,0.71,0.69,0.12
Day 20 01:40,0.47,0.7,0.67,0.95
Day 20 01:50,0.38,0.54,0.35,0.56
Day 20 02:00,0.22,0.92,0.54,0.99
Day 20 02:10,0.41,0.8,0.68,0.73
Day 20 02:20,0.15,0.22,0.4,0.5
Day 20 02:30,0.15,0.11,0.62,0.69
Day 20 02:40,0.76,0.43,0.32,0.59
Day 20 02:50,0.57,0.92,0.56,0.94
Day 20 03:00,0.63,0.9,0.32,0.09
Day 20 03:10,0.35,0.89,0.5,0.47
Day 20 03:20,0.05,0.28,0.69,0.63
Day 20 03:30,0.78,0.03,0.34,0.97
Day 20 03:40,0.74,0.09,0.67,0.95
Day 20 03:50,0.45,0.27,0.41,0.17
Day 20 04:00,0.73,0.96,0.6,0.16
Day 20 04:10,0.46,0.62,0.65,0.24
Day 20 04:20,0.52,0.72,0.49,0.59
Day 20 04:30,0.77,0.17,0.37,0.87
Day 20 04:40,0.37,0.3,0.31,0.77
Day 20 04:50,0.63,0.62,0.7,0.83
Day 20 05:00,0.16,0.95,0.54,0.11
Day 20 05:10,0.85,0.24,0.39,0.62
Day 20 05:20,0.87,0.98,0.31,0.88
Day 20 05:30,0.28,0.86,0.5,0.44
Day 20 05:40,0.07,0.94,0.33,0.39
Day 20 05:50,0.49,0.33,0.47,0.53
Day 20 06:00,0.97,0.26,0.38,0.02
Day 20 06:10,0.67,0.83,0.51,0.34
Day 20 06:20,0.43,0.56,0.39,0.06
Day 20 06:30,0.95,0.76,0.63,0.6
Day 20 06:40,0.37,0.36,0.3,0.55
Day 20 06:50,0.21,1.0,0.45,0.25
Day 20 07:00,0.28,0.76,0.39,0.86
Day 20 07:10,0.28,0.78,0.41,0.21
Day 20 07:20,0.84,0.75,0.46,0.48
Day 20 07:30,0.57,0.12,0.63,0.54
Day 20 07:40,0.55,0.08,0.68,0.35
Day 20 07:50,0.72,0.42,0.48,0.38
Day 20 08:00,0.51,0.25,0.43,0.47
Day 20 08:10,0.62,0.7,0.37,0.29
Day 20 08:20,0.32,0.27,0.44,0.02
Day 20 08:30,0.85,0.52,0.4,0.73
Day 20 08:40,0.07,0.66,0.38,0.37
Day 20 08:50,0.48,0.32,0.31,0.59
Day 20 09:00,0.15,0.24,0.36,0.74
Day 20 09:10,0.56,0.05,0.47,0.16
Day 20 09:20,0.01,0.53,0.55,0.46
Day 20 09:30,0.71,0.06,0.62,0.63
